NP_056669.2,NP_056669.2,100.000,549,0,0,1,549,1,549,0.0,1100,100.00
NP_056669.2,XP_008950828.1,99.818,549,1,0,1,549,1,549,0.0,1098,99.82
NP_056669.2,XP_007972229.1,99.818,549,1,0,1,549,1,549,0.0,1097,99.82
NP_056669.2,XP_004059460.1,99.636,549,2,0,1,549,1,549,0.0,1096,99.64
NP_056669.2,XP_023063331.1,99.636,549,2,0,1,549,1,549,0.0,1095,99.82
NP_056669.2,XP_009191000.1,99.636,549,2,0,1,549,1,549,0.0,1095,99.64
NP_056669.2,XP_024091652.1,99.271,549,4,0,1,549,17,565,0.0,1095,99.27
NP_056669.2,XP_011784182.1,99.454,549,3,0,1,549,1,549,0.0,1094,99.64
NP_056669.2,XP_009250653.1,99.454,549,3,0,1,549,1,549,0.0,1093,99.45
NP_056669.2,XP_011929969.1,99.454,549,3,0,1,549,1,549,0.0,1093,99.64
NP_056669.2,XP_005586781.1,99.271,549,4,0,1,549,1,549,0.0,1093,99.45
NP_056669.2,XP_024091655.1,99.271,549,4,0,1,549,1,549,0.0,1092,99.27
NP_056669.2,XP_003267547.1,98.907,549,6,0,1,549,1,549,0.0,1092,99.45
NP_056669.2,XP_010361464.1,99.271,549,4,0,1,549,1,549,0.0,1090,99.45
NP_056669.2,NP_001191069.1,95.645,574,0,1,1,549,1,574,0.0,1087,95.64
NP_056669.2,XP_003315953.1,95.470,574,1,1,1,549,1,574,0.0,1085,95.47
NP_056669.2,XP_007972222.1,95.470,574,1,1,1,549,1,574,0.0,1084,95.47
NP_056669.2,XP_004059464.2,95.296,574,2,1,1,549,1,574,0.0,1083,95.30
NP_056669.2,XP_003914426.1,95.296,574,2,1,1,549,1,574,0.0,1082,95.30
NP_056669.2,XP_011824413.1,95.296,574,2,1,1,549,1,574,0.0,1082,95.30
NP_056669.2,XP_011784178.1,95.122,574,3,1,1,549,1,574,0.0,1081,95.30
NP_056669.2,XP_011929964.1,95.122,574,3,1,1,549,1,574,0.0,1080,95.30
NP_056669.2,XP_016881254.1,99.814,538,1,0,1,538,1,538,0.0,1078,100.00
NP_056669.2,XP_005586777.1,94.948,574,4,1,1,549,1,574,0.0,1078,95.12
NP_056669.2,XP_016881257.1,99.445,541,3,0,1,541,1,541,0.0,1078,99.45
NP_056669.2,XP_003267552.1,94.599,574,6,1,1,549,1,574,0.0,1077,95.12
NP_056669.2,XP_011524303.1,100.000,536,0,0,1,536,1,536,0.0,1075,100.00
NP_056669.2,XP_014197831.1,99.813,536,1,0,1,536,1,536,0.0,1073,99.81
