NP_004983.1,NP_004983.1,100.000,486,0,0,1,486,1,486,0.0,953,100.00
NP_004983.1,NP_001244471.1,99.794,486,1,0,1,486,1,486,0.0,952,100.00
NP_004983.1,XP_017736219.1,99.588,486,2,0,1,486,1,486,0.0,951,99.79
NP_004983.1,XP_003918522.1,99.588,486,2,0,1,486,1,486,0.0,950,99.79
NP_004983.1,XP_005340687.1,98.765,486,6,0,1,486,1,486,0.0,942,99.18
NP_004983.1,XP_026268611.1,98.560,486,7,0,1,486,1,486,0.0,940,98.97
NP_004983.1,XP_012668672.1,98.963,482,5,0,5,486,1,482,0.0,937,99.38
NP_004983.1,XP_027777476.1,98.357,487,7,1,1,486,1,487,0.0,936,98.77
NP_004983.1,XP_015362451.1,98.357,487,7,1,1,486,1,487,0.0,936,98.77
NP_004983.1,XP_008576629.1,97.942,486,10,0,1,486,1,486,0.0,935,98.56
NP_004983.1,XP_012612723.1,98.152,487,8,1,1,486,1,487,0.0,935,98.56
NP_004983.1,XP_010362410.1,99.582,478,2,0,9,486,78,555,0.0,935,99.79
NP_004983.1,XP_012517483.1,98.152,487,8,1,1,486,1,487,0.0,935,98.77
NP_004983.1,NP_001104262.1,100.000,477,0,0,10,486,22,498,0.0,934,100.00
NP_004983.1,XP_016800060.1,99.792,480,1,0,7,486,77,556,0.0,934,99.79
NP_004983.1,XP_003735907.1,99.790,477,1,0,10,486,21,497,0.0,932,100.00
NP_004983.1,XP_011715077.1,99.790,477,1,0,10,486,22,498,0.0,932,100.00
NP_004983.1,XP_011943714.1,99.790,477,1,0,10,486,20,496,0.0,932,100.00
NP_004983.1,XP_003918523.1,99.581,477,2,0,10,486,22,498,0.0,931,99.79
NP_004983.1,XP_011943707.1,99.790,477,1,0,10,486,48,524,0.0,931,100.00
NP_004983.1,XP_010330124.1,99.161,477,4,0,10,486,14,490,0.0,928,99.58
NP_004983.1,XP_004443381.1,96.914,486,15,0,1,486,1,486,0.0,926,97.94
NP_004983.1,XP_011373853.1,96.914,486,15,0,1,486,1,486,0.0,924,97.53
NP_004983.1,XP_028378237.1,96.502,486,17,0,1,486,1,486,0.0,923,97.33
NP_004983.1,XP_008069735.1,96.708,486,16,0,1,486,1,486,0.0,921,97.53
NP_004983.1,XP_026268610.1,98.532,477,7,0,10,486,22,498,0.0,921,98.95
NP_004983.1,XP_021524512.1,98.737,475,6,0,10,484,21,495,0.0,919,99.16
NP_004983.1,XP_006218562.1,96.708,486,16,0,1,486,1,486,0.0,919,97.74
NP_004983.1,XP_006739418.1,96.509,487,16,1,1,486,1,487,0.0,917,97.33
NP_004983.1,XP_012517484.1,97.510,482,11,1,6,486,4,485,0.0,917,98.34
NP_004983.1,XP_008827799.1,96.304,487,17,1,1,486,1,487,0.0,916,97.54
NP_004983.1,XP_004409244.1,96.304,487,17,1,1,486,1,487,0.0,915,97.13
NP_004983.1,NP_001164841.1,97.694,477,10,1,10,486,22,497,0.0,912,98.53
NP_004983.1,XP_019519838.1,95.885,486,14,1,1,486,1,480,0.0,910,96.50
NP_004983.1,XP_012890861.1,96.516,488,15,2,1,486,1,488,0.0,909,97.13
NP_004983.1,XP_023489156.1,96.855,477,15,0,10,486,22,498,0.0,907,97.90
NP_004983.1,XP_023376407.1,96.855,477,15,0,10,486,22,498,0.0,904,97.48
NP_004983.1,XP_006087730.1,95.688,487,18,2,1,486,1,485,0.0,904,96.10
NP_004983.1,XP_025843838.1,96.653,478,16,0,9,486,28,505,0.0,903,97.49
NP_004983.1,XP_016014301.1,96.451,479,17,0,8,486,35,513,0.0,903,97.08
NP_004983.1,XP_028378236.1,96.436,477,17,0,10,486,22,498,0.0,903,97.27
NP_004983.1,XP_026909080.1,96.436,477,17,0,10,486,22,498,0.0,902,97.27
NP_004983.1,XP_019293239.1,96.436,477,17,0,10,486,22,498,0.0,902,97.27
NP_004983.1,XP_013967036.1,96.444,478,17,0,9,486,28,505,0.0,901,97.49
NP_004983.1,XP_024406835.1,95.267,486,21,1,1,486,15,498,0.0,901,96.09
NP_004983.1,XP_010962379.1,95.267,486,17,1,1,486,1,480,0.0,901,96.30
NP_004983.1,XP_014438957.1,91.245,514,17,3,1,486,1,514,0.0,898,92.41
NP_004983.1,XP_006739417.1,96.444,478,16,1,10,486,22,499,0.0,898,97.28
NP_004983.1,XP_004409243.1,96.234,478,17,1,10,486,22,499,0.0,896,97.07
NP_004983.1,XP_025718709.1,96.025,478,18,1,10,486,22,499,0.0,894,96.86
NP_004983.1,XP_012890860.1,96.451,479,15,2,10,486,22,500,0.0,891,97.08
NP_004983.1,XP_019519836.1,95.807,477,14,1,10,486,22,492,0.0,890,96.44
